Norte;Este ;Muestra;zona;MgO;Al2O3;SiO2;P2O5;S;Cl;K2O;CaO;TiO2;V;Cr;MnO;Fe;Co;Ni;Cu;Zn;As;Se;Rb;Sr;Y;Zr;Nb;Mo;Ag;Cd;Sn;Ba;La;Ce;Hf;Ta;W;Au;Hg;Tl;Pb;Bi;Th;U
7005216;403837;42;2;0;0.837;14.697;1.347;3.662;0.973;0;0.22;0.239;0.023;0.035;0.035;0.356;0.015;0.077;6.073;1.787;3.973;0.228;0;0.169;0;0.088;0;0.131;0.081;0.254;0.006;1.651;0;0.118;0;0.933;0;0;0.094;0.179;100;0;0;0.093
7005216;403837;42;2;0;4.052;51.284;0.119;1.321;0.066;0.107;0.366;0.01;0.002;0;0.009;2.508;0;0.007;3.301;0.897;0;0.004;0.001;0.012;0;0.004;0;0.008;0.004;0.005;0;0;0;0;0.006;0.013;0;0;0.006;0.014;4.16;0.014;0;0
7005216;403837;42;2;1.154;3.685;24.031;0.388;0;0.14;0.171;0.624;0.011;0;0;0.211;1.239;0.004;0.01;8.247;1.242;0.148;0.013;0.002;0.04;0;0.013;0;0.024;0;0.009;0.002;0;0;0;0.032;0.053;0;0;0.01;0.04;10.816;0;0.006;0
7005216;403837;42;2;1.638;0.638;20.271;0.562;0;0.157;0;0.192;0.01;0;0.005;0.05;0.225;0.005;0.02;2.556;0.615;0.435;0.035;0;0.021;0;0.015;0;0.009;0;0.022;0.004;0;0;0;0;0.14;0;0;0.02;0.055;20.993;0;0;0.007
7005216;403837;42;2;1.809;1.073;18.138;0.263;0;0.091;0.019;0.182;0.036;0.003;0;0.023;0.306;0;0.012;1.416;0.258;0.06;0.006;0.001;0.009;0;0.005;0;0.026;0;0.007;0.007;0;0;0;0;0.026;0;0;0;0.022;5.138;0;0;0
7006637;403001;43;2;0;1.041;77.916;0.076;0.123;0.046;0.172;0.146;0.008;0.006;0;0.311;3.392;0;0;1.733;0.004;0;0;0.001;0.001;0.001;0;0;0.004;0;0;0;0;0;0;0.025;0;0;0;0;0;0.016;0;0;0.01
7006637;403001;43;2;0.708;2.851;35.033;0.105;0.066;0.03;0.925;0.249;0.042;0.005;0;0.117;1.021;0;0.002;0.42;0.005;0.001;0;0.01;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0;0;0
7006637;403001;43;2;2.593;7.397;38.854;0.018;0.071;0.034;0.202;0.423;0.02;0.007;0.006;0.864;13.003;0;0.008;8.308;0.117;0.003;0;0.001;0;0;0;0;0.006;0;0;0;0;0;0;0.027;0;0;0;0;0;0.006;0;0.006;0.005
7006637;403001;43;2;1.991;2.104;6.483;0.017;0;0.044;0.035;0.066;0;0.005;0;0.47;5.616;0;0.01;2.519;0.125;0.001;0;0.002;0.002;0;0;0;0.007;0;0;0;0;0;0;0;0;0;0;0;0;0.012;0.006;0;0
7006465;402997;44;2;2.113;0.384;9.836;0.038;0;0.053;0.034;0.011;0;0.002;0;0.024;4.265;0;0.02;0.954;0.007;0;0;0;0;0;0;0;0;0;0;0.005;0;0;0;0.001;0;0.006;0;0;0;0.023;0.005;0;0
7006465;402997;44;2;1.499;3.959;44.287;0.085;0.044;0.03;1.02;0.197;0.13;0.004;0;0.016;3.687;0;0.003;0.499;0.009;0.003;0;0.007;0.016;0;0.016;0;0.001;0;0.001;0;0.056;0;0;0.005;0;0.002;0;0;0;0.024;0.002;0;0
7006465;402997;44;2;0;2;55.098;0.065;0.144;0.042;0.09;0.091;0;0.005;0;0.019;6.075;0;0;0.221;0.002;0.004;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03;0.006;0;0
7006534;403604;45;2;0;0.813;69.435;0;1.641;0.143;0.044;0.158;0;0;0.036;0.002;7.195;0;0.009;8.518;0.031;0.057;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.021;0;0.018;0;0.007;0
7006534;403604;45;2;0;0.861;84.487;0.086;0.971;0.056;0.051;0.286;0.013;0.08;0;0.008;1.31;0;0;0.924;0.009;0.109;0;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0.001;0;0;0.002;0.001;0.3;0;0;0
7006874;404147;46;2;1.784;7.488;39.399;0.134;0.009;0.044;1.929;5.315;0.239;0.011;0;0.035;1.713;0;0.002;0.021;0.004;0.001;0;0.015;0.035;0.003;0.025;0;0.001;0;0.002;0;0.079;0;0;0;0;0;0;0;0;0.003;0;0;0
7007156;403299;47;2;0;9.003;41.892;0.608;0.015;0.031;2.657;2.213;0.209;0;0;0.021;1.109;0;0.002;0.024;0.003;0.001;0;0.012;0.039;0.001;0.019;0;0;0;0;0;0.088;0;0;0;0;0;0;0;0;0;0;0;0
7006751;404981;48;2;1.261;2.411;40.845;2.462;0.527;0.068;0.092;5.428;0.028;0.616;0;0.009;0.624;0;0.004;1.378;0.572;0.329;0.002;0.001;0.01;0;0.004;0;0.004;0;0.003;0.001;0;0;0;0.003;0.023;0;0;0;0.026;3.635;0;0;0
7006751;404981;48;2;1.669;5.003;39.636;0.066;0.378;0.035;1.072;0.738;0.236;0.024;0;0.011;1.788;0;0.002;0.187;0.595;0.006;0;0.007;0.006;0;0.008;0;0;0;0;0;0.052;0;0;0;0;0.006;0;0;0;0.131;0;0;0
7006751;404981;48;2;9.486;12.6;60.415;0.242;0.018;0.022;1.265;0.942;0.192;0.013;0;0.018;1.675;0;0;0.433;2.653;0.003;0;0.009;0.003;0.001;0.011;0;0;0.003;0;0;0.045;0;0;0;0.001;0.032;0;0;0;0.095;0;0;0
7006751;404981;48;2;2.546;1.551;11.219;0.055;0;0.023;0.523;0.573;0.06;0;0;0;0.668;0;0.009;0.098;0.651;0;0;0.01;0.007;0.001;0.01;0;0;0;0;0;0.062;0;0;0;0;0.006;0;0;0;0.355;0.001;0;0
7006751;404981;48;2;0;0.282;69.892;0.239;0.858;0.037;0.051;0.227;0.009;0.191;0.001;0.116;1.85;0;0.001;0.895;0.347;0.259;0.001;0;0.005;0;0.002;0;0.004;0;0;0;0;0;0;0;0.017;0;0;0;0.008;2.604;0;0;0
7006751;404981;48;2;1.847;0.447;29.256;0.057;0;0.036;0.053;0.162;0.01;0.032;0;0.02;0.175;0;0.011;0.36;0.203;0;0.003;0;0.004;0;0.004;0;0.006;0;0;0.006;0;0;0;0;0.011;0;0;0;0.011;2.81;0;0;0
6983388;359870;49;3;2.175;1.666;2.566;0;0.3;0.231;0.057;0.306;0.077;0.183;0;0.124;39.561;0;0.056;0.013;0.004;0;0;0.023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08;0.068;0;0
6983453;359695;50;3;3.05;1.807;14.591;0.015;10.85;0.086;0;9.857;0.112;0.075;0;0.104;42.511;0.103;0.041;0.024;0.005;0;0;0.008;0;0;0;0;0.005;0;0.002;0;0;0;0;0;0.003;0;0;0;0;0.036;0.018;0;0
6983453;359695;50;3;0;2.626;11.32;0;19.09;0.677;0;9.506;0;0.12;0;0.136;66.256;0.443;0.049;0.078;0.005;0;0;0.015;0;0;0;0;0.004;0;0;0;0;0;0;0;0;0;0;0;0;0.046;0.037;0;0
6983453;359695;50;3;1.925;1.114;11.218;0;11.803;0.854;0;7.058;0.005;0.09;0;0.109;48.46;0.15;0.058;0.093;0.006;0;0;0.014;0;0;0;0;0.005;0;0;0;0;0;0;0;0.004;0;0;0;0;0.06;0.031;0;0
6983453;359695;50;3;3.742;5.3;23.827;0.203;13.802;0.524;0.105;15.594;0.07;0.066;0;0.169;39.863;0.232;0.04;0.018;0.004;0;0;0.004;0.016;0.001;0.003;0;0.003;0;0;0;0;0;0;0;0.003;0;0;0;0.005;0.016;0.009;0;0
6983453;359695;50;3;4.772;1.866;13.253;0;0.667;0.177;0.016;6.033;0.204;0.107;0;0.205;51.337;0.489;0.068;0.036;0.006;0;0;0.028;0;0;0.003;0;0.005;0;0.002;0;0;0;0;0;0;0;0;0;0;0.071;0.077;0;0
6983420;359878;51;3;2.162;1.825;5.015;0;0.137;0.162;0.059;0.409;0;0.13;0;0.122;47.37;0.164;0.057;0.08;0.004;0;0;0.027;0;0;0;0;0.022;0;0;0;0;0;0;0;0;0;0;0;0;0.078;0.073;0;0
6983420;359878;51;3;2.439;2.362;4.857;0.021;0.149;0.019;0.041;0.275;0;0.09;0;0.137;44.819;0.071;0.064;0.267;0.007;0;0;0.027;0;0;0;0;0.024;0;0.001;0;0;0;0;0;0;0.001;0.001;0;0;0.078;0.066;0;0
6983421;359604;52;3;3.493;2.656;7.951;0;29.924;0;0.331;3.633;0.013;0.005;0;0.017;20.623;0;0.043;0.013;0;0.001;0.005;0.002;0.006;0;0.002;0;0.02;0;0.002;0;0;0;0;0;0;0;0;0;0;0.008;0;0;0
6983421;359604;52;3;2.253;0.98;2.441;0.08;36.864;0;0.066;1.993;0;0;0;0.026;37.542;0.006;0.109;0.031;0;0;0.009;0.002;0.012;0.001;0.002;0;0.014;0;0.003;0;0;0;0;0;0.002;0;0;0;0;0.022;0.01;0;0
6983421;359604;52;3;2.648;2.417;8.774;0.144;33.248;0;0.376;6.522;0.013;0;0;0.019;26.52;0;0.075;0.051;0.002;0;0.011;0;0;0;0;0;0.013;0;0;0;0;0;0;0;0;0;0;0;0;0.016;0;0;0
6983453;359695;53;3;2.989;9.1;33.733;0;3.593;0.71;0.094;2.571;0.364;0.131;0;0.133;51.345;0.474;0.075;0.03;0.007;0;0;0.024;0;0;0;0;0.006;0;0.003;0;0;0;0;0;0;0;0;0;0;0.061;0.06;0;0
6983421;359604;52;3;1.62;11.745;38.911;0;2.362;0.038;2.125;2.707;0.22;0.01;0;0.031;2.799;0;0.002;0.015;0.001;0;0;0.011;0.007;0.001;0.007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6983421;359604;52;3;2.464;9.325;32.907;0;4.18;0.04;3.124;3.992;0.73;0.014;0;0.052;3.969;0;0.004;0.014;0.001;0;0;0.014;0.017;0.001;0.015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6983399;359868;53;3;1.899;3.977;51.597;0.085;0.357;0.117;0.045;7.646;0.027;0.02;0;0.087;4.688;0;0.007;0.016;0.002;0.001;0;0;0.034;0.005;0.004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6983542;359766;54;3;2.813;2.462;5.852;0;0.094;0.068;0.433;0.657;0.625;0.21;0;0.077;28.025;0;0.057;0.013;0.005;0;0;0.015;0;0.001;0;0;0;0;0.002;0;0;0;0;0;0.002;0;0;0;0;0.049;0.044;0;0
6983542;359766;54;3;2.417;2.287;5.827;0;0.082;0.082;0.427;0.669;0.633;0.206;0;0.71;28.146;0;0.053;0.014;0.003;0;0;0.016;0;0.002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.055;0.035;0;0
6983542;359766;54;3;2.449;1.485;4.403;0;0.408;0.062;0.199;8.274;0.299;0.094;0;0.05;23.456;0;0.045;0.02;0.004;0;0;0.009;0;0.004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.029;0.01;0;0
6983542;359766;54;3;5.796;7.335;27.938;0;0.188;0.167;3.021;0.903;0.421;0.094;0;0.051;20.034;0;0.03;0.007;0.003;0;0;0.014;0;0.002;0.005;0;0;0;0;0;0;0;0;0;0.002;0;0;0;0;0.012;0.007;0;0
6983573;359766;55;3;1.73;4.413;11.021;0;0;0.035;0.16;0.402;1.219;0.121;0;0.08;31.064;0;0.055;0.015;0.006;0;0;0.017;0;0;0;0;0.007;0;0.001;0;0;0;0;0;0.004;0;0;0;0.003;0.064;0.037;0;0
6983573;359766;55;3;0;9.925;25.725;0.072;0.151;0.305;0.053;7.197;0.116;0.041;0;0.139;35.623;0.219;0.048;0.022;0.008;0;0.002;0.007;0;0.009;0.002;0;0.036;0;0;0;0;0;0;0;0.004;0;0;0;0;0.026;0.018;0;0
6983573;359766;55;3;1.424;4.354;16.288;0.006;1.283;0.272;0.038;5.186;0.161;0.051;0;0.091;24.485;0;0.028;0.04;0.005;0;0;0.005;0;0.009;0.003;0;0.028;0;0;0;0;0;0;0;0.003;0;0;0;0;0.021;0.009;0;0
6983573;359766;55;3;1.505;10.894;26.391;0.023;0.632;0.146;0.076;1.066;0.433;0.143;0;0.111;37.434;0.303;0.061;0.021;0.005;0;0;0.012;0;0.004;0.004;0;0.007;0;0;0;0;0;0;0;0.006;0;0;0;0;0.041;0.032;0;0
6983604;359821;56;3;1.355;7.839;15.109;0.208;0.189;0.031;0.167;32.966;0.188;0.065;0;0.111;34.548;0.23;0.017;0.022;0.006;0;0;0.004;0.009;0.011;0.002;0;0;0;0;0;0;0;0;0;0.005;0;0;0.004;0.005;0.012;0.008;0;0
6983604;359821;56;3;8.635;5.185;25.213;0;0.349;0.104;0.215;3.536;0.543;0.106;0.007;0.174;45.553;0.507;0.052;0.031;0.007;0;0;0.023;0;0;0;0;0.004;0;0;0;0;0;0;0;0;0;0;0;0;0.065;0.057;0;0
6983604;359821;56;3;4.067;2.277;14.778;0;1.025;0;0.051;7.327;0.172;0.141;0;0.153;43.5;0.279;0.05;0.029;0.004;0;0;0.016;0;0;0;0;0;0;0.002;0;0;0;0;0;0;0;0;0;0;0.051;0.038;0;0
6983017;359635;57;3;1.847;0.833;21.288;0.656;0.748;0.016;0;25.093;0;0.016;0;0.209;25.173;0.116;0.017;0.018;0.003;0;0;0.001;0;0;0;0;0;0;0.003;0;0;0;0;0;0;0;0;0;0;0.006;0;0;0
6983017;359635;57;3;1.806;2.297;4.365;0.151;0.317;0.031;0.033;8.409;0;0.071;0;0.225;52.381;0.484;0.056;0.033;0.007;0;0;0.022;0;0;0.002;0;0;0;0;0;0;0;0;0;0.001;0;0;0;0;0.056;0.055;0;0
6983017;359635;57;3;2.218;1.54;3.389;0.295;0.465;0;0;14.643;0;0.045;0;0.254;46.071;0.323;0.05;0.05;0.004;0;0;0.015;0;0;0.002;0;0;0;0.004;0;0;0;0;0;0;0;0;0.008;0;0.042;0.032;0;0
6983017;359607;58;3;1.388;1.841;4.461;0;0.175;0.035;0.031;0.225;0.146;0.075;0;0.099;30.584;0;0.042;0.028;0.006;0;0;0.016;0;0;0;0;0.005;0;0;0.002;0;0;0;0;0;0;0;0;0;0.063;0.043;0;0
6983017;359607;58;3;2.338;3.09;10.962;0;1.374;0.07;0.119;0.916;0;0;0;0.078;31.758;0;0.019;0.034;0.008;0;0;0.012;0;0;0.002;0;0.007;0;0;0;0;0;0;0;0;0;0;0;0;0.043;0.029;0;0
6983048;359689;59;3;2.41;0.879;2.144;2.69;0;0.172;0;4.017;0;0.026;0;0.089;32.333;0;0.04;0.09;0.006;0;0;0.012;0;0;0;0;0.006;0;0;0;0;0;0;0;0;0;0;0;0;0.048;0.031;0;0
6983048;359689;59;3;1.687;2.988;12.231;1.071;0;0;0.02;2.183;0;0.051;0;0.214;33.131;0;0.062;0.114;0.005;0;0;0.019;0;0;0;0;0;0;0.006;0;0;0;0;0;0;0;0;0;0;0.067;0.045;0;0
6983048;359689;59;3;2.438;1.933;5.788;1.677;0.058;0.242;0;3.446;0;0.047;0.072;0.088;44.209;0.208;0.045;0.073;0.003;0;0;0.018;0;0;0.002;0;0.007;0;0;0;0;0;0.416;0;0;0;0;0;0;0.059;0.054;0;0
6983356;359658;60;3;1.721;3.757;6.45;0.008;1.12;0.045;0.147;3.523;0.081;0.233;0.003;0.185;59.397;0.823;0.046;0.033;0.006;0;0;0.038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004;0;0;0.086;0.097;0;0
6983356;359658;60;3;2.962;9.075;27.104;0.245;4.585;0.07;0.09;21.453;0.184;0.131;0;0.203;38.247;0.184;0.021;0.031;0.004;0;0;0.003;0.011;0.031;0.003;0;0.006;0;0;0;0;0;0.155;0;0.004;0;0;0.005;0.004;0.011;0.016;0;0
6983356;359658;60;3;2.811;2.662;7.5;0;0.908;0.04;0.047;2.755;0.062;0.209;0;0.145;48.337;0.313;0.047;0.033;0.003;0;0;0.026;0;0;0;0;0.006;0;0.005;0;0;0;0;0;0;0;0;0.004;0;0.078;0.073;0;0
6983356;359658;60;3;1.469;3.635;14.649;0;1.583;0.025;0.044;2.593;0.105;0.173;0;0.148;48.034;0.389;0.055;0.05;0.004;0;0;0.023;0;0;0;0;0.005;0;0;0;0;0;0;0;0;0;0;0;0;0.071;0.063;0;0
6983356;359658;60;3;2.696;2.052;5.604;0.236;24.624;0.106;0.038;27.882;0.132;0.02;0;0.205;28.275;0.137;0.017;0.041;0.002;0.001;0;0;0.002;0.008;0;0;0.002;0;0;0;0;0;0;0;0;0;0;0.003;0.003;0.006;0;0;0
6983480;359740;61;3;4.736;9.994;25.762;0;0.144;0.095;2.402;4.717;0.574;0.071;0;0.078;27.782;0.124;0.074;0.027;0.003;0;0;0.016;0;0.004;0.003;0;0;0;0;0;0;0;0;0;0.002;0;0;0;0;0.022;0.013;0;0
6983480;359740;61;3;2.712;7.455;32.377;0.066;0.828;0.142;1.62;1.986;0.275;0.062;0;0.066;25.395;0.059;0.027;0.011;0.002;0;0;0.012;0;0.001;0.006;0;0.006;0;0;0;0;0;0;0;0.003;0.001;0;0;0.003;0.018;0.013;0;0
6983665;359737;62;3;4.779;5.062;10.192;2.204;16.127;0.107;0;14.512;0.374;0.048;0;0.032;13.192;0;0.012;0.006;0.001;0.001;0;0;0.013;0.005;0.005;0;0.003;0;0;0;0;0;0;0;0.002;0;0;0;0;0;0;0;0
6983665;359737;62;3;2.608;3.755;16.746;7.015;0.8;0.216;0;11.569;0.623;0.038;0;0.027;8.437;0;0.009;0.006;0.002;0.002;0;0;0.011;0.005;0.007;0;0;0;0;0.014;0;0;0;0;0.002;0;0;0;0;0;0.003;0;0
6983017;359635;63;3;3.556;6.084;17.403;0;0.08;0.041;0.104;0.889;0.26;0.044;0;0.057;19.25;0;0.018;0.005;0.002;0;0;0.004;0.015;0;0.007;0;0;0;0;0;0;0;0;0;0.004;0;0;0;0;0.014;0.008;0;0
6983017;359635;63;3;2.494;3.664;20.061;0.003;0.108;0.012;0.782;1.761;0.104;0.033;0;0.086;26.702;0;0.033;0.024;0.004;0;0;0.009;0;0;0.007;0;0.006;0;0.007;0;0;0;0;0;0;0;0;0;0;0.029;0.018;0;0
6983542;359766;64;3;0;1.706;8.663;0.011;8.329;0.113;0.12;0.346;0.068;0.113;0;0.084;47.726;0.079;0.04;0.02;0.003;0;0;0.017;0;0;0;0;0.008;0;0;0;0;0;0;0;0;0;0;0;0;0.063;0.043;0;0
6983542;359766;64;3;2.095;2.335;13.545;0.251;5.442;0.099;0.166;1.101;0.097;0.067;0;0.077;37.706;0;0.038;0.018;0.004;0;0;0.013;0;0;0;0;0.006;0;0.001;0;0;0;0;0;0;0;0;0;0;0.049;0.029;0;0
6983449;359685;65;3;2.405;8.995;37.395;0.052;0.218;0.08;1.765;2.938;0.275;0.021;0;0.02;7.471;0;0.008;0.015;0.002;0;0;0.011;0.006;0.003;0.007;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6983449;359685;65;3;2.152;9.639;53.744;0.529;0.246;0.092;1.944;2.884;0.309;0.025;0;0.023;10.3;0.009;0.01;0.012;0.001;0;0;0.009;0.003;0.002;0.004;0;0;0;0;0;0;0;0;0;0.002;0;0;0;0;0;0;0;0
6983511;359767;66;3;1.762;2.755;6.009;0;0.716;0.297;0.119;0.785;0.146;0.229;0;0.244;57.553;0.775;0.082;0.03;0.007;0;0;0.041;0;0;0;0;0.025;0;0.003;0;0;0;0;0;0;0;0;0;0;0.098;0.102;0;0
6983511;359767;66;3;2.432;4.594;9.788;0;9.701;0.202;0.129;1.421;0.241;0.109;0.016;0.162;61.054;0.562;0.115;0.064;0.006;0;0;0.021;0;0;0;0;0.006;0;0;0;0;0;0.105;0;0;0;0;0;0;0.064;0.058;0;0
6983511;359767;66;3;1.79;2.897;3.695;0;10.992;0.082;0.132;0.346;0.148;0.172;0;0.148;52.331;0.202;0.057;0.023;0.004;0;0;0.019;0;0;0.002;0;0.005;0;0;0;0;0;0.158;0;0;0;0;0;0;0.075;0.057;0;0
6983511;359767;66;3;2.727;1.961;2.612;0.387;47.366;0.04;0.077;0.712;0.063;0.045;0;0.057;58.101;0.146;0.154;0.04;0.003;0;0.002;0.006;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.045;0.013;0;0
6983511;359767;66;3;0;4.672;10.678;0;9.504;0.249;0.157;1.606;0.964;0.122;0;0.138;53.091;0.349;0.055;0.075;0.006;0;0;0.017;0;0;0;0;0.005;0;0.001;0;0;0;0;0;0.002;0;0;0;0;0.061;0.044;0;0.011
6983047;359579;67;3;3.295;6.889;33.299;0.031;0.174;0.034;1.67;0.866;0.025;0.003;0;1.219;20.051;0.183;0.039;0.036;0.004;0;0;0.008;0.004;0.004;0.003;0;0.003;0;0;0;0.055;0;0;0;0;0;0.001;0;0;0.008;0.006;0;0
6983047;359579;67;3;2.112;3.365;23.363;0.019;0.16;0.019;0.557;2.597;0.033;0.04;0;0.686;16.533;0;0.018;0.019;0.001;0;0;0.003;0.008;0.002;0.006;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0.005;0.003;0;0
6983511;359767;68;3;2.327;4.773;20.104;0;0.732;0.195;0.169;0.736;0.084;0.12;0;0.161;50.316;0.644;0.073;0.207;0.008;0;0;0.029;0;0;0;0;0.005;0;0;0;0;0;0;0;0;0;0;0;0;0.081;0.074;0;0
6983511;359767;68;3;2.63;2.318;9.297;0;2.273;0.046;0.066;2.611;0.143;0.181;0;0.151;49.279;0.362;0.04;0.048;0.007;0;0;0.026;0;0;0;0;0;0;0.003;0;0;0;0;0;0;0;0.002;0;0;0.077;0.07;0;0
6983511;359767;68;3;3.557;9.066;18.133;0;3.954;0.113;0.038;4.961;0.348;0.143;0.134;0.119;43.295;0.393;0.048;0.045;0.005;0;0;0.014;0;0;0;0;0;0;0;0;0;0;1.26;0;0.003;0;0;0;0.005;0.042;0.034;0;0
6983511;359767;68;3;6.554;2.648;9.39;0.034;0.794;0.084;0;11.336;0.036;0.091;0;0.376;39.216;0.212;0.103;0.108;0.007;0;0;0.01;0;0;0;0;0.004;0;0.007;0;0;0;0;0;0;0;0;0;0.004;0.038;0.024;0;0
6983047;359579;69;3;2.157;1.49;3.069;0;0.045;0.014;0.067;0.222;0;0.077;0;0.13;36.688;0;0.068;0.014;0.006;0;0;0.022;0;0;0;0;0;0;0;0.006;0;0;0;0;0.004;0;0;0;0;0.077;0.05;0;0
6983047;359579;69;3;0;4.385;8.162;0.131;0.838;0;0.155;0.59;0;0.139;0;0.208;58.214;0.81;0.061;0.018;0.005;0;0;0.037;0;0;0.003;0;0;0;0.006;0;0;0;0;0;0.001;0;0;0;0;0.085;0.095;0;0
6983047;359579;69;3;1.264;2.919;10.877;0.309;0;0;0.057;0.83;0;0.067;0;0.129;35.843;0;0.041;0.016;0.003;0;0;0.019;0;0;0;0;0;0;0.004;0;0;0;0;0;0;0;0.004;0;0;0.065;0.045;0;0
6983047;359579;69;3;0;2.953;9.192;0.05;0;0;0.07;0.218;0;0.121;0;0.159;45.241;0.141;0.053;0.014;0.005;0;0;0.028;0;0;0;0;0;0;0.002;0;0;0;0;0;0;0;0;0;0;0.086;0.075;0;0
6983665;359792;70;3;3.561;7.776;27.473;0.081;0.141;0.036;0.619;11.021;0.774;0.173;0;0.274;43.676;0.4;0.04;0.028;0.002;0;0;0.011;0;0;0.002;0;0.003;0;0;0;0;0;0;0;0;0;0;0.004;0.003;0.031;0.026;0;0
6983665;359792;70;3;2.434;7.17;34.535;0.025;1.068;0.042;0.139;3.392;0.567;0.158;0;0.129;50.133;0.505;0.072;0.042;0.003;0;0;0.023;0;0.006;0.005;0;0.004;0;0;0;0;0;0;0;0.003;0;0;0;0;0.061;0.057;0;0
6983141;359716;71;3;0;3.977;11.456;0.036;0;0;0.228;0.457;1.953;0.151;0;0.084;39.445;0.14;0.051;0.022;0.003;0;0;0.021;0;0;0.002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.071;0.058;0;0
6983141;359716;71;3;2.561;4.585;20.104;0.1;0.04;0.384;0.203;2.653;0.583;0.076;0;0.108;38.775;0.225;0.027;0.028;0.003;0;0;0.013;0;0.002;0.005;0;0.005;0;0;0;0;0;0;0;0;0;0;0;0;0.041;0.03;0;0.009
6983633;359655;72;3;0.597;16.364;78.215;0.13;0.101;0.031;0.156;3.912;0.051;0.003;0.004;0.006;0.14;0;0;0.002;0.001;0;0;0;0.043;0;0.014;0;0;0;0;0;0;0;0;0;0.001;0;0;0;0;0;0;0;0
6983324;359576;73;3;1.003;10.818;78.215;0.109;0.027;0.026;1.609;4.047;0.218;0.01;0;0.024;1.899;0;0.001;0.002;0.002;0;0;0.004;0.042;0.001;0.012;0;0;0;0;0;0.069;0;0;0;0;0;0;0;0;0;0;0;0
6983017;359607;74;3;0;14.268;78.215;0.2;0.034;0.235;1.961;7.181;0.392;0.016;0;0.066;3.939;0;0.002;0.007;0.005;0.001;0;0.004;0.032;0.002;0.011;0;0.001;0;0;0;0.047;0;0;0;0;0;0.001;0;0.002;0;0;0;0
6983147;359544;75;3;0;1.137;33.618;0;0;2.863;0.044;1.089;0.01;0.006;0;0.354;8.603;0.61;0.405;36.26;0;0;0;0;0.001;0.02;0;0;0.007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.072;0.009
6983147;359544;75;3;1.513;0.931;34.351;0.038;0;1.337;0.049;0.792;0.008;0.01;0.003;0.047;4.674;0.07;0.132;59.34;0;0;0;0;0;0.027;0;0;0.008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.173;0.027
6983158;359536;76;3;1.497;10.943;26.998;0.012;2.79;0.111;0.086;2.517;0.016;0.013;0;0.028;18.586;0;0.02;0.378;0.004;0;0.002;0.001;0.001;0.002;0.002;0;0.025;0;0;0;0;0;0;0.002;0;0;0;0;0.002;0.008;0.005;0;0
6983158;359536;76;3;0.628;16.042;23.337;1.776;1.316;0.038;0.551;1.573;0.039;0.015;0;0.033;16.444;0;0.007;0.132;0.001;0;0.002;0.001;0.64;0;0.069;0;0.048;0;0;0.003;0;0;0;0;0;0;0;0;0;0.006;0;0;0
6983230;359529;77;3;4.267;13.287;36.456;0.066;0.115;0.45;2.071;0.458;0.276;0.006;0;0.048;10.648;0;0.005;0.037;0.002;0;0;0.008;0.012;0.001;0.005;0;0.002;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6983573;359672;78;3;3.719;10.679;56.356;0.0666;0.322;0.151;2.592;3.325;1.03;0.013;0;0.064;6.802;0.008;0.003;0.013;0.002;0.001;0;0.013;0.009;0.003;0.02;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6983573;359672;78;3;2.109;2.748;11.955;0;0.056;0.049;0.653;0.206;0.062;0.008;0;0.025;2.036;0;0.017;0.009;0.004;0;0;0.015;0.004;0.001;0.01;0;0.003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6983147;359545;79;3;0;2.635;2.913;0;0.093;0.029;0.075;0.122;0;0.216;0.005;0.123;45.454;0.048;0.05;0.046;0.004;0;0;0.032;0;0;0;0;0.008;0;0.004;0;0;0;0;0;0;0;0.002;0;0;0.09;0.076;0.009;0.003
6983143;359536;80;3;2.468;3.12;7.513;0.003;0;0.018;0.061;0.12;0.24;0.077;0;0.085;33.991;0;0.046;0.052;0.006;0;0;0.018;0;0;0;0;0.005;0;0;0;0;0;0;0;0;0;0;0;0;0.063;0.049;0;0
